page_number,line_up_name,first_name,last_name,party_code,answers
928,Københavns Omegns Storkreds,Julie,Ahlefeldt-Laurvig,C,1 1 4 4 1 4 1 4 4 2 4 4 4 4 4 2 2 4 2 2 4 4 4 2 4
929,Sydjyllands Storkreds,Gunver Birgitte,Nielsen,C,2 1 4 4 4 4 2 2 5 4 5 5 5 4 4 4 2 4 4 2 2 5 1 4 1
930,Sydjyllands Storkreds,Christian,Tarbensen,C,2 1 5 5 4 4 2 5 5 2 2 5 1 4 2 4 2 5 2 1 5 2 4 2 4
931,Sjællands Storkreds,Silas,Ipsen,C,1 1 5 5 4 1 1 4 5 1 5 5 2 4 4 4 1 5 2 2 4 5 4 1 1
932,Nordsjællands Storkreds,Annette,Rieva,V,1 1 2 4 2 4 1 4 4 2 4 4 2 4 4 4 2 4 4 4 4 2 4 2 2
933,Sydjyllands Storkreds,Phillip Kjær,Luscombe,V,1 1 2 4 4 4 1 5 5 1 4 5 2 4 4 1 1 5 5 2 5 5 4 2 2
934,Nordjyllands Storkreds,Paulina,Laparil,H,1 4 5 5 4 1 1 4 5 2 4 5 2 5 2 5 2 5 5 2 2 5 5 1 2
935,Nordjyllands Storkreds,Ib,Poulsen,H,1 4 5 5 5 1 5 5 5 2 2 4 1 2 1 5 1 5 5 2 5 5 5 1 1
936,Fyns Storkreds,Daniel,Juhl,H,1 4 5 5 4 1 1 5 5 1 4 5 2 4 5 5 1 5 5 1 5 5 5 1 2
937,Fyns Storkreds,Anja,Busch,H,1 4 5 5 4 1 1 5 5 2 4 5 2 4 5 5 1 5 5 1 4 5 5 1 1
938,UNKNOWN,,,,
939,Københavns Omegns Storkreds,Vibeke,Westh,A,2 0 5 4 2 1 4 1 1 4 4 5 5 2 5 1 4 4 2 4 2 5 1 2 4
940,Fyns Storkreds,Stine,Øllegaard,Ø,5 2 5 1 5 1 5 1 2 5 4 5 5 2 2 2 4 1 4 2 1 5 2 1 2
941,Bornholms Storkreds,Kim,Hjerrild,Å,5 1 5 1 2 1 5 1 1 5 4 5 5 2 2 1 4 2 4 2 2 5 1 2 4
942,Bornholms Storkreds,Laila Stougaard Kofoed,Espersen,B,4 1 2 2 4 4 4 1 2 4 4 5 5 2 4 1 4 4 4 4 4 4 1 5 4
943,Nordsjællands Storkreds,Freja Eva,Lockenwitz,B,4 2 2 2 4 2 2 2 2 4 2 5 4 2 5 1 4 2 2 4 2 4 1 4 4
944,Fyns Storkreds,Matilde,Skov-Hansen,Å,5 1 4 1 5 1 5 1 2 5 4 5 5 1 4 1 4 1 1 5 1 5 2 2 4
945,UNKNOWN,,,,
946,Sjællands Storkreds,John Bo,Hansen,H,2 4 5 5 1 1 5 5 4 2 4 2 2 2 5 4 5 5 4 1 1 5 1 1
947,Fyns Storkreds,Araz,Khan,I,1 5 5 2 4 1 5 2 5 2 2 5 1 4 2 5 4 4 5 2 5 1 4
948,Vestjyllands Storkreds,Hanne,Frølund,B,2 1 1 1 5 2 2 5 1 4 4 5 4 4 5 2 1 1 2 2 2 4 1 4 2
949,Vestjyllands Storkreds,Lone Kjær,Hein,B,4 2 2 1 5 2 4 1 1 5 2 5 5 0 5 1 0 2 2 4 2 5 1 4 4
950,Sydjyllands Storkreds,Nicholas,Wentworth,B,4 1 2 1 4 4 2 1 4 5 4 5 5 2 5 1 2 1 2 5 1 2 1 4 5
951,Østjyllands Storkreds,Rabih,Azad-Ahmad,B,4 2 2 2 2 1 4 1 2 4 2 4 5 1 2 4 2 1 2 4 1 5 1 4 5
952,Fyns Storkreds,Andreas Fjord,Larsen,V,1 1 4 5 4 4 1 5 4 1 4 5 4 4 4 4 1 5 4 4 5 4 4 2 2
953,Sjællands Storkreds,Ditte,Keidser,C,2 1 4 4 4 2 2 4 4 4 4 4 4 4 2 4 2 2 4 2 2 4 2 2 2
954,Sjællands Storkreds,Mads,Ramstedt,C,1 2 5 5 2 4 2 4 5 2 5 4 2 4 4 4 2 5 4 1 5 5 5 1 1
955,Nordjyllands Storkreds,Gabriel,Aaen,C,2 2 5 2 4 1 1 4 5 2 2 2 4 5 2 5 2 4 2 2 4 1 2 1 1
956,Nordsjællands Storkreds,Salik Anders,Rosing,Å,4 2 4 1 4 2 4 1 2 5 4 5 5 2 4 1 5 1 2 4 2 4 1 1 4
957,UNKNOWN,Sofie Faureholm,Lundsberg,Å,
958,UNKNOWN,,,,
959,UNKNOWN,Jan,Schumann,Å,4 2 4 1 4 1 4 1 2 5 5 5 5 1 5 5 5 2 4 4 4 5 4 2 5
960,Københavns Storkreds,Noah,Sturis,Å,5 2 4 2 4 2 4 1 2 5 4 5 5 2 4 1 4 2 4 4 2 5 2 2 4
961,UNKNOWN,Sofie,Valbjørn,Å,
962,Sjællands Storkreds,Line,Gessø,Å,1 1 5 1 4 1 4 1 2 5 2 5 2 2 5 2 5 2 2 2 2 5 1 2 2
963,UNKNOWN,Isabella,Apelroth,Å,4 1 5 1 5 2 5 1 1 4 2 5 5 1 4 1 5 2 4 4 2 4 1 1 2
964,Sjællands Storkreds,Lars,König,Å,2 1 2 2 4 1 1 1 5 2 5 5 1 4 1 4 1 2 4 4 4 2
965,Vestjyllands Storkreds,Signe Sofie,Larsen,Å,5 2 2 1 5 2 5 1 2 5 2 5 5 1 2 1 5 2 2 5 1 4 1 2 5
966,Vestjyllands Storkreds,Didde Krabbe,Johannesen,Å,5 2 0 0 0 0 0 0 2 0 0 5 0 0 0 0 0 0 2 0 0 0 2 2 0
967,Københavns Storkreds,Theresa,Scavenius,,4 2 4 1 4 4 4 2 2 4 4 5 4 2 4 2 4 2 4 4 2 2 1 2 4
968,Københavns Omegns Storkreds,Luise,Hjortebjerg,V,1 1 2 4 2 4 1 4 4 2 4 5 2 4 4 2 1 4 5 2 4 5 4 2 1
969,UNKNOWN,Emilla,Møller,A,
970,UNKNOWN,Pia,Halkjær,A,
971,Sydjyllands Storkreds,Bodil,Nielsen,Å,5 4 4 1 5 1 5 1 1 5 5 5 5 1 5 1 5 1 1 5 1 4 2 1 2
972,Nordsjællands Storkreds,Ingrid,Heintz,Å,4 1 2 1 4 1 5 1 2 5 5 5 5 1 1 1 5 5 2 4 4 5 4 2 5
973,UNKNOWN,Karina,Konrad,Å,
974,Københavns Omegns Storkreds,Thomas,Lindqvist,Å,4 2 5 1 4 4 5 1 4 4 2 5 5 2 4 1 4 2 2 4 2 2 1 2 4
975,UNKNOWN,Rasmus,Paludan,,5 5 5 5 1 4 2 5 4 5 5 5 5 2 5 4 1 5 4 1 5 4 5 1 1
976,Københavns Storkreds,Rashid,Ali,,4 4 1 1 2 2 2 1 4 5 2 5 5 2 5 2 4 1 2 5 2 5 4 1 5
977,UNKNOWN,John Erik,Wagner,,
978,UNKNOWN,Peter Kempf,Pedersen,A,
979,UNKNOWN,Kasper,Thomassen,V,
980,UNKNOWN,Majbrit,Nørgaard,V,
981,UNKNOWN,Maria,Enemark,H,
982,Vestjyllands Storkreds,Knud,Gaarn-Larsen,,5 2 4 2 5 2 4 1 5 5 5 5 4 1 5 2 2 4 5 4 2 4 2 4 5
983,UNKNOWN,Viviane Ellasofie,Karlsen,H,
984,Østjyllands Storkreds,Søren Skjold,Andersen,,4 2 4 2 2 2 2 2 4 4 5 2 4 4 1 2 4 5 4 2 1 2 4 4
